readout_strength,recovery_alpha_08,recovery_alpha_16,recovery_alpha_30
0.7157190635451505,0.5064379253205421,0.7215959753578391,0.8977862002336614
0.7190635451505016,0.5077567276736006,0.7230817838278837,0.898806628984741
0.7224080267558528,0.5090720061747758,0.7245596627185606,0.8998168705121931
0.725752508361204,0.5103837702398317,0.7260296543490722,0.9008170265179006
0.7290969899665551,0.5116920292593738,0.7274918008127678,0.9018071976884281
0.7324414715719063,0.5129967925989157,0.7289461439783502,0.9027874837051583
0.7357859531772575,0.5142980695989459,0.7303927254910738,0.903757983254327
0.7391304347826086,0.5155958695749956,0.7318315867739373,0.9047187940369579
0.7424749163879598,0.5168902018177041,0.7332627690288701,0.9056700127786981
0.745819397993311,0.5181810755928866,0.7346863132379113,0.9066117352395558
0.7491638795986622,0.5194685001416001,0.7361022601643845,0.9075440562235408
0.7525083612040133,0.5207524846802087,0.7375106503540644,0.9084670695882076
0.7558528428093645,0.5220330384004507,0.7389115241363371,0.9093808682541047
0.7591973244147157,0.5233101704695041,0.7403049216253563,0.9102855442141294
0.7625418060200668,0.5245838900300521,0.7416908827211914,0.911181188542788
0.765886287625418,0.5258542062003484,0.7430694471109694,0.9120678914053648
0.7692307692307692,0.5271211280742827,0.7444406542700126,0.9129457420669989
0.7725752508361204,0.5283846647214457,0.7458045434629678,0.9138148289016709
0.7759197324414716,0.5296448251871941,0.7471611537449312,0.9146752394010995
0.7792642140468228,0.5309016184927156,0.7485105239625671,0.9155270601835491
0.782608695652174,0.5321550536350925,0.7498526927552193,0.9163703770025498
0.7859531772575251,0.5334051395873677,0.7511876985560184,0.9172052747555306
0.7892976588628763,0.5346518852986073,0.7525155795929823,0.9180318374923658
0.7926421404682275,0.5358952996939661,0.7538363738901102,0.9188501484238365
0.7959866220735786,0.53713539167475,0.755150119268472,0.9196602899300076
0.7993311036789298,0.5383721701184814,0.7564568533472911,0.9204623435685204
0.802675585284281,0.539605643878961,0.7577566135450217,0.9212563900828044
0.8060200668896321,0.5408358217863329,0.7590494370804203,0.9220425094102042
0.8093645484949833,0.5420627126471463,0.7603353609736114,0.9228207806900284
0.8127090301003345,0.5432863252444198,0.7616144220471475,0.9235912822715155
0.8160535117056856,0.5445066683377031,0.7628866569270637,0.924354091721722
0.8193979933110368,0.5457237506631407,0.7641521020439264,0.9251092858333305
0.822742474916388,0.546937580933534,0.7654107936338764,0.9258569406323818
0.8260869565217391,0.5481481678384036,0.7666627677396669,0.9265971313859265
0.8294314381270903,0.5493555200440516,0.7679080602116948,0.9273299326096043
0.8327759197324415,0.5505596461936241,0.7691467067090282,0.9280554180751438
0.8361204013377926,0.5517605549071718,0.7703787427004268,0.9287736608177906
0.8394648829431438,0.5529582547817135,0.7716042034653584,0.9294847331436588
0.842809364548495,0.5541527543912959,0.7728231240950079,0.9301887066370105
0.8461538461538461,0.555344062287056,0.7740355394932827,0.9308856521674622
0.8494983277591973,0.5565321869972824,0.7752414843778133,0.9315756398971197
0.8528428093645485,0.5577171370274756,0.7764409932809455,0.9322587392876405
0.8561872909698997,0.5588989208604098,0.7776341005507303,0.9329350191072274
0.8595317725752508,0.5600775469561926,0.7788208403519076,0.9336045474375511
0.862876254180602,0.5612530237523266,0.7800012466668841,0.9342673916806038
0.8662207357859532,0.5624253596637689,0.7811753532967064,0.9349236185654853
0.8695652173913043,0.5635945630829923,0.7823431938620292,0.93557329415512
0.8729096989966555,0.5647606423800442,0.7835048018040779,0.9362164838529079
0.8762541806020067,0.5659236059026074,0.7846602103856058,0.9368532524093086
0.8795986622073578,0.56708346197606,0.7858094526918473,0.93748366392836
0.882943143812709,0.5682402189035339,0.7869525616314648,0.9381077818741315
0.8862876254180602,0.5693938849659756,0.788089569937491,0.9387256690771127
0.8896321070234113,0.5705444684222047,0.7892205101682667,0.93933738774054
0.8929765886287625,0.5716919775089728,0.7903454147083723,0.9399429994466565
0.8963210702341137,0.5728364204410231,0.7914643157695562,0.9405425651629133
0.8996655518394648,0.5739778054111491,0.7925772453916562,0.9411361452481064
0.903010033444816,0.5751161405902524,0.7936842354435175,0.9417237994584529
0.9063545150501672,0.576251434127403,0.7947853176239055,0.9423055869536073
0.9096989966555183,0.5773836941498953,0.7958805234624123,0.9428815663026168
0.9130434782608695,0.5785129287633084,0.7969698843203612,0.9434517954898174
0.9163879598662207,0.5796391460515626,0.7980534313917035,0.9440163319206715
0.9197324414715718,0.5807623540769786,0.7991311957039123,0.9445752324275466
0.923076923076923,0.5818825608803337,0.8002032081188711,0.9451285532754373
0.9264214046822742,0.5829997744809208,0.8012694993337566,0.9456763501676286
0.9297658862876254,0.5841140028766045,0.8023300998819191,0.9462186782513048
0.9331103678929765,0.58522525404388,0.8033850401337554,0.9467555921230999
0.9364548494983277,0.5863335359379283,0.8044343502975803,0.9472871458345948
0.9397993311036789,0.5874388564926747,0.8054780604204892,0.9478133928977586
0.9431438127090301,0.5885412236208445,0.8065162003892208,0.9483343862903353
0.9464882943143813,0.5896406452140207,0.8075487999310111,0.9488501784611776
0.9498327759197325,0.5907371291426993,0.8085758886144462,0.9493608213355265
0.9531772575250836,0.5918306832563467,0.8095974958503077,0.949866366320239
0.9565217391304348,0.5929213153834554,0.8106136508924158,0.9503668643089633
0.959866220735786,0.5940090333315998,0.8116243828384663,0.950862365687262
0.9632107023411371,0.5950938448874928,0.8126297206308644,0.9513529203376847
0.9665551839464883,0.5961757578170409,0.8136296930575528,0.9518385776447897
0.9698996655518395,0.5972547798653999,0.8146243287528371,0.9523193865001154
0.9732441471571907,0.5983309187570307,0.8156136561982045,0.9527953953071026
0.9765886287625418,0.5994041821957544,0.8165977037231402,0.9532666519859667
0.979933110367893,0.6004745778648072,0.8175764995059384,0.953733203978523
0.9832775919732442,0.6015421134268959,0.818550071574509,0.9541950982529612
0.9866220735785953,0.6026067965242523,0.8195184478071804,0.9546523813085751
0.9899665551839465,0.6036686347786879,0.8204816559334982,0.9551050991804427
0.9933110367892977,0.604727635791649,0.821439723535018,0.9555532974440615
0.9966555183946488,0.6057838071442707,0.8223926780460966,0.9559970212199356
1.0,0.6068371563974311,0.8233405467546766,0.956436315178119
