# t,rho,B,strain,J
7.349999999999999645e+00,3.407220999887721757e-01,9.594094911617532251e-01,6.874094900582342071e-03,5.204592680115673886e-01
7.379999999999999893e+00,3.415180747894436264e-01,9.591618482978834237e-01,6.877431593847393825e-03,5.195786537390322257e-01
7.410000000000000142e+00,3.423124579159992908e-01,9.589139157536703539e-01,6.881912658080360616e-03,5.187008363744100015e-01
7.439999999999999503e+00,3.431052542348140832e-01,9.586657064628635316e-01,6.885495211922931617e-03,5.178257946907180997e-01
7.469999999999999751e+00,3.438964686002654592e-01,9.584172333862295279e-01,6.888175782505992148e-03,5.169535219476557586e-01
7.500000000000000000e+00,3.446861058548230661e-01,9.581685095093671611e-01,6.889951059129021185e-03,5.160840114579859916e-01
7.529999999999999361e+00,3.454741708291361180e-01,9.579195422312996033e-01,6.891250374337546010e-03,5.152172565860229092e-01
7.559999999999999609e+00,3.462606683371484140e-01,9.576703063346692080e-01,6.894588017719196875e-03,5.143532477342717124e-01
7.589999999999999858e+00,3.470456031473430070e-01,9.574208144705629309e-01,6.897045242435381751e-03,5.134919578759384873e-01
7.620000000000000107e+00,3.478289800165097478e-01,9.571710702780414914e-01,6.899317735803012566e-03,5.126333804443991005e-01
7.649999999999999467e+00,3.486108036818584832e-01,9.569210448925209445e-01,6.903919413319558815e-03,5.117775040919352314e-01
7.679999999999999716e+00,3.493910788325058636e-01,9.566707294381455728e-01,6.909309847799094580e-03,5.109243001879546497e-01
7.709999999999999964e+00,3.501698101273904018e-01,9.564200881734745696e-01,6.917575596902675317e-03,5.100737509541857229e-01
7.739999999999999325e+00,3.509470021718696375e-01,9.561690621449685512e-01,6.930532336871518193e-03,5.092258244255446487e-01
7.769999999999999574e+00,3.517226594977255205e-01,9.559175831148255531e-01,6.948917444169586295e-03,5.083804765132157177e-01
7.799999999999999822e+00,3.524967865555446167e-01,9.556655880227904465e-01,6.972339227650255558e-03,5.075376585022330911e-01
7.830000000000000071e+00,3.532693877198154198e-01,9.554130332634951372e-01,6.999286760412145973e-03,5.066973247580727202e-01
7.859999999999999432e+00,3.540404673064542762e-01,9.551599080659294305e-01,7.027200216830661872e-03,5.058594402596656714e-01
7.889999999999999680e+00,3.548100296018522615e-01,9.549061904639184473e-01,7.056954301553968259e-03,5.050239875837333470e-01
7.919999999999999929e+00,3.555780788533134951e-01,9.546518919138758941e-01,7.085941247998711959e-03,5.041909435088335334e-01
7.949999999999999289e+00,3.563446192983929506e-01,9.543969872629659568e-01,7.117017061215541104e-03,5.033603025897160910e-01
7.979999999999999538e+00,3.571096551331391922e-01,9.541414786503977785e-01,7.148053457219598686e-03,5.025320401333187581e-01
8.009999999999999787e+00,3.578731905360501009e-01,9.538853778681704032e-01,7.178296480204801946e-03,5.017061459605340890e-01
8.039999999999999147e+00,3.586352296765407677e-01,9.536286968017355647e-01,7.207737618801219118e-03,5.008826150225316187e-01
8.070000000000000284e+00,3.593957767150687821e-01,9.533714313698780085e-01,7.237621457767346236e-03,5.000614423453307866e-01
8.099999999999999645e+00,3.601548357893818442e-01,9.531135710213500811e-01,7.268453116011269408e-03,4.992426146192407432e-01
8.129999999999999005e+00,3.609124110090765614e-01,9.528551280460743067e-01,7.298450563271224531e-03,4.984261152344313106e-01
8.160000000000000142e+00,3.616685064754606160e-01,9.525961148280156499e-01,7.327605183371434412e-03,4.976119396155793684e-01
8.189999999999999503e+00,3.624231262816726140e-01,9.523365438433331054e-01,7.355908490149933206e-03,4.968000832591236704e-01
8.219999999999998863e+00,3.631762745127994352e-01,9.520764276585055308e-01,7.383352129417269580e-03,4.959905417318163368e-01
8.250000000000000000e+00,3.639279552459914191e-01,9.518157789284387160e-01,7.409927880890137923e-03,4.951833106692749009e-01
8.279999999999999361e+00,3.646781725505751082e-01,9.515546103945489165e-01,7.435627660099387685e-03,4.943783857745379651e-01
8.310000000000000497e+00,3.654269304881634373e-01,9.512929267281027279e-01,7.461079931758674358e-03,4.935757628166224098e-01
8.339999999999999858e+00,3.661742331057936117e-01,9.510307196407129515e-01,7.487295654328563269e-03,4.927754334048893847e-01
8.369999999999999218e+00,3.669200844249493332e-01,9.507680023109663647e-01,7.512599485062390441e-03,4.919773824937963558e-01
8.400000000000000355e+00,3.676644884600202001e-01,9.505047880010562000e-01,7.536983502749896105e-03,4.911816062226417312e-01
8.429999999999999716e+00,3.684074492184045146e-01,9.502410900546690575e-01,7.560439937785568346e-03,4.903881007921919166e-01
8.459999999999999076e+00,3.691489707006094800e-01,9.499769218948521665e-01,7.582961174025121612e-03,4.895968624631965582e-01
8.490000000000000213e+00,3.698890569003489559e-01,9.497122970218608851e-01,7.604539750610719850e-03,4.888078875549088931e-01
8.519999999999999574e+00,3.706277118046388264e-01,9.494472290109833290e-01,7.625168363764396953e-03,4.880211724436089860e-01
8.549999999999998934e+00,3.713649393938898702e-01,9.491817179588342146e-01,7.645885842474856205e-03,4.872367135611293532e-01
8.580000000000000071e+00,3.721007436305385774e-01,9.489157740480773651e-01,7.665913273105899768e-03,4.864545004482510593e-01
8.609999999999999432e+00,3.728351284676726385e-01,9.486494090719699290e-01,7.685125557060315526e-03,4.856745278712580327e-01
8.640000000000000568e+00,3.735680978504372640e-01,9.483826332978442242e-01,7.703639622149639939e-03,4.848967914477448904e-01
8.669999999999999929e+00,3.742996557147881265e-01,9.481154603178421070e-01,7.721196520355998356e-03,4.841212860387649197e-01
8.699999999999999289e+00,3.750298059903354742e-01,9.478479037807142626e-01,7.737790348770359414e-03,4.833480082278816536e-01
8.730000000000000426e+00,3.757585526004190712e-01,9.475799773895901001e-01,7.753415368439137319e-03,4.825769546435352275e-01
8.759999999999999787e+00,3.764858994621811394e-01,9.473116948997368780e-01,7.768066005643137553e-03,4.818081219576478280e-01
8.789999999999999147e+00,3.772118504866369126e-01,9.470430701163052856e-01,7.781736853141573915e-03,4.810415068842378572e-01
8.820000000000000284e+00,3.779364095787430822e-01,9.467741168920646988e-01,7.794422671380911438e-03,4.802771061780392037e-01
8.849999999999999645e+00,3.786595806374635775e-01,9.465048491251237817e-01,7.806118389668173507e-03,4.795149166331277302e-01
8.879999999999999005e+00,3.793813675558334042e-01,9.462352717344714170e-01,7.817524724801011918e-03,4.787549350815528126e-01
8.910000000000000142e+00,3.801017742135000543e-01,9.459653905782665628e-01,7.828567513397477126e-03,4.779971538343661397e-01
8.939999999999999503e+00,3.808208044775816536e-01,9.456952198869317261e-01,7.838590944011108314e-03,4.772415657212173978e-01
8.969999999999998863e+00,3.815384622096976153e-01,9.454247739279912910e-01,7.847590540452639013e-03,4.764881678314751290e-01
9.000000000000000000e+00,3.822547512660226521e-01,9.451540670036401304e-01,7.855562008757163359e-03,4.757369572865186580e-01
9.029999999999999361e+00,3.829696754973380690e-01,9.448831134483018923e-01,7.862501238153973143e-03,4.749879312383594177e-01
9.060000000000000497e+00,3.836832387490811680e-01,9.446119276261819575e-01,7.868404301996234293e-03,4.742410868682698233e-01
9.089999999999999858e+00,3.843954448613922659e-01,9.443405239288120701e-01,7.873267458650173162e-03,4.734964213854207515e-01
9.119999999999999218e+00,3.851062976691593254e-01,9.440689079827290220e-01,7.877770356695124043e-03,4.727539320255275679e-01
9.150000000000000355e+00,3.858158009948092215e-01,9.437970716685036843e-01,7.882980822635143534e-03,4.720136116547691274e-01
9.179999999999999716e+00,3.865239586370526892e-01,9.435250290578796051e-01,7.887173878612546360e-03,4.712754463166816121e-01
9.209999999999999076e+00,3.872307743892898779e-01,9.432527942426507384e-01,7.890346372164538241e-03,4.705394332071797803e-01
9.240000000000000213e+00,3.879362520396495428e-01,9.429803813323115458e-01,7.892495329031913934e-03,4.698055695453097202e-01
9.269999999999999574e+00,3.886403953710261816e-01,9.427078044517032129e-01,7.893617953768927026e-03,4.690738525719889696e-01
9.299999999999998934e+00,3.893432081611148399e-01,9.424350777386594213e-01,7.893711630314766831e-03,4.683442795487559596e-01
9.330000000000000071e+00,3.900446941824440850e-01,9.421622153416466805e-01,7.892773922526312783e-03,4.676168477565292858e-01
9.359999999999999432e+00,3.907448572024069811e-01,9.418892314174034386e-01,7.890802574672209704e-03,4.668915544943758600e-01
9.389999999999998792e+00,3.914437009832897330e-01,9.416161013016226544e-01,7.890829243448697211e-03,4.661683970782878328e-01
9.419999999999999929e+00,3.921412292506311625e-01,9.413428352012868094e-01,7.890130855415986716e-03,4.654473536475379758e-01
9.449999999999999289e+00,3.928374457218586357e-01,9.410694468934813761e-01,7.888427125113235683e-03,4.647284196924670874e-01
9.480000000000000426e+00,3.935323541092342059e-01,9.407959501597756846e-01,7.885716126475228807e-03,4.640115924881829668e-01
9.509999999999999787e+00,3.942259581198809815e-01,9.405223374198155017e-01,7.883672318098920023e-03,4.632968693251168779e-01
9.539999999999999147e+00,3.949182614384696977e-01,9.402485922761794068e-01,7.882988075712828863e-03,4.625842370001853610e-01
9.570000000000000284e+00,3.956092677202080465e-01,9.399747281370233187e-01,7.881325328443992279e-03,4.618736780589544622e-01
9.599999999999999645e+00,3.962989806151499539e-01,9.397007133992392180e-01,7.882227049562763946e-03,4.611651897766865793e-01
9.629999999999999005e+00,3.969874037318262272e-01,9.394265393699491318e-01,7.883893394415700945e-03,4.604587473860682900e-01
9.660000000000000142e+00,3.976745406560040497e-01,9.391521600458666574e-01,7.889275769115090473e-03,4.597543374845787789e-01
9.689999999999999503e+00,3.983603949207326078e-01,9.388775067590666712e-01,7.900186135496986908e-03,4.590519285131257621e-01
9.719999999999998863e+00,3.990449699884172641e-01,9.386025039599502628e-01,7.917190572164322163e-03,4.583514780426674595e-01
9.750000000000000000e+00,3.997282692457290176e-01,9.383270853459737548e-01,7.939569774307802391e-03,4.576529405513148907e-01
9.779999999999999361e+00,4.004102960115126786e-01,9.380512095514241810e-01,7.965348649927239330e-03,4.569562753017493706e-01
9.810000000000000497e+00,4.010910535572256852e-01,9.377748621096330117e-01,7.992390412361086507e-03,4.562614539364273081e-01
9.839999999999999858e+00,4.017705451287930107e-01,9.374980108709234372e-01,8.022102861444580305e-03,4.555684613379561987e-01
9.869999999999999218e+00,4.024487739326027547e-01,9.372206558872656634e-01,8.051925827322415144e-03,4.548772738987352793e-01
9.900000000000000355e+00,4.031257431614969633e-01,9.369428098223089307e-01,8.080855127238068675e-03,4.541878837588231854e-01
9.929999999999999716e+00,4.038014560049190127e-01,9.366644424312188244e-01,8.112303108883407027e-03,4.535002892067373503e-01
9.959999999999999076e+00,4.044759156146974788e-01,9.363855596932859626e-01,8.143390085735974226e-03,4.528144677935559415e-01
9.990000000000000213e+00,4.051491251341344801e-01,9.361061746606772482e-01,8.173552406292885347e-03,4.521304146955418268e-01
1.001999999999999957e+01,4.058210877036768083e-01,9.358263004672231489e-01,8.202782142006851199e-03,4.514481285251248921e-01
1.004999999999999893e+01,4.064918064609879256e-01,9.355459503265315391e-01,8.231071500829915261e-03,4.507676079380600886e-01
1.008000000000000007e+01,4.071612845410181869e-01,9.352651036424152187e-01,8.261107881886579560e-03,4.500888516322790744e-01
1.010999999999999943e+01,4.078295250492049440e-01,9.349837668251839151e-01,8.290744928677182962e-03,4.494118420631037503e-01
1.013999999999999879e+01,4.084965310830349083e-01,9.347019535334257778e-01,8.319405181991534892e-03,4.487365747508005320e-01
1.016999999999999993e+01,4.091623057378169781e-01,9.344196775047717285e-01,8.347080843715614512e-03,4.480630487133350215e-01
1.019999999999999929e+01,4.098268521067477965e-01,9.341369525538218976e-01,8.373764267177523715e-03,4.473912630082621522e-01
1.023000000000000043e+01,4.104901732809755899e-01,9.338537925700585163e-01,8.399447958908713707e-03,4.467212167315242066e-01
1.025999999999999979e+01,4.111522723496618403e-01,9.335702115157357150e-01,8.424124580375677920e-03,4.460529090162533294e-01
1.028999999999999915e+01,4.118131524000410160e-01,9.332862234237540022e-01,8.447786949681712274e-03,4.453863390315727089e-01
1.032000000000000028e+01,4.124728165174783023e-01,9.330018423955157569e-01,8.470428043238326446e-03,4.447215059814009774e-01
1.034999999999999964e+01,4.131312677855255577e-01,9.327170767305528187e-01,8.492507718039572079e-03,4.440584091032576675e-01
1.037999999999999901e+01,4.137885092813718968e-01,9.324319166794676761e-01,8.515460727481374489e-03,4.433970448774273154e-01
1.041000000000000014e+01,4.144445440617337550e-01,9.321463767906085218e-01,8.537354614946679118e-03,4.427374012318139873e-01
1.043999999999999950e+01,4.150993751819861965e-01,9.318604716760914286e-01,8.558182668263579138e-03,4.420794776870080600e-01
1.046999999999999886e+01,4.157530056962120968e-01,9.315742160094661051e-01,8.577938349684611358e-03,4.414232737931099715e-01
1.050000000000000000e+01,4.164054386572487720e-01,9.312876245233627781e-01,8.596615297450463725e-03,4.407687891284930992e-01
1.052999999999999936e+01,4.170566771167331099e-01,9.310007120071258635e-01,8.614207327317663018e-03,4.401160232985666942e-01
1.055999999999999872e+01,4.177067241251440910e-01,9.307134933044313163e-01,8.630708434049935707e-03,4.394649759345441997e-01
1.058999999999999986e+01,4.183555827318437004e-01,9.304259833108901034e-01,8.646112792872719804e-03,4.388156466922127352e-01
1.061999999999999922e+01,4.190032559851156191e-01,9.301381969716381315e-01,8.660414760890664670e-03,4.381680352507072440e-01
1.065000000000000036e+01,4.196497469322019169e-01,9.298501492789139622e-01,8.673608878467586186e-03,4.375221413112875823e-01
1.067999999999999972e+01,4.202950586193376914e-01,9.295618386454576054e-01,8.686998611000388767e-03,4.368779645961203273e-01
1.070999999999999908e+01,4.209391940789112829e-01,9.292732738460273145e-01,8.699767946980699329e-03,4.362354970454835335e-01
1.074000000000000021e+01,4.215821563375550252e-01,9.289844696458537943e-01,8.711443963277210739e-03,4.355947355017729672e-01
1.076999999999999957e+01,4.222239484208005211e-01,9.286954408474977773e-01,8.722021983187226019e-03,4.349556796280353299e-01
1.079999999999999893e+01,4.228645733531063988e-01,9.284062022884871368e-01,8.731497510231998535e-03,4.343183291040172977e-01
1.083000000000000007e+01,4.235040341578841239e-01,9.281167688389458936e-01,8.739866229218514609e-03,4.336826836250174400e-01
1.085999999999999943e+01,4.241423338575219248e-01,9.278271553992137877e-01,8.747124007264302226e-03,4.330487429007450206e-01
1.088999999999999879e+01,4.247794754734069977e-01,9.275373768974575217e-01,8.753266894784932778e-03,4.324165066541817981e-01
1.091999999999999993e+01,4.254154620259455455e-01,9.272474482872746782e-01,8.758291126443908808e-03,4.317859746204501525e-01
1.094999999999999929e+01,4.260502965345812632e-01,9.269573845452896421e-01,8.762193122064828449e-03,4.311571465456858210e-01
1.098000000000000043e+01,4.266839820178118248e-01,9.266672006687436403e-01,8.764969487505509110e-03,4.305300221859169052e-01
1.100999999999999979e+01,4.273165214932034273e-01,9.263769116730777853e-01,8.766617015493968074e-03,4.299046013059477644e-01
1.103999999999999915e+01,4.279479179774037800e-01,9.260865325895114575e-01,8.767132686425937321e-03,4.292808836782491810e-01
1.107000000000000028e+01,4.285781744861529297e-01,9.257960784626133588e-01,8.766513669123872712e-03,4.286588690818544101e-01
1.109999999999999964e+01,4.292072940342925302e-01,9.255055539251682006e-01,8.765588907541116415e-03,4.280385573012611689e-01
1.112999999999999901e+01,4.298352796278309684e-01,9.252149606380776214e-01,8.764589756995056630e-03,4.274199433118944236e-01
1.116000000000000014e+01,4.304621342617279689e-01,9.249242854323729279e-01,8.764688244452487412e-03,4.268030207454737712e-01
1.118999999999999950e+01,4.310878609086792324e-01,9.246335432144189292e-01,8.763660225969411091e-03,4.261877764353736442e-01
1.121999999999999886e+01,4.317124625405640570e-01,9.243427488946537318e-01,8.761503619502416726e-03,4.255742102111470526e-01
1.125000000000000000e+01,4.323359421284473925e-01,9.240519173851773349e-01,8.758216531951456066e-03,4.249623219034143196e-01
1.127999999999999936e+01,4.329583026425798953e-01,9.237610635973400042e-01,8.753797259598596753e-03,4.243521113428161406e-01
1.130999999999999872e+01,4.335795470523965411e-01,9.234702024393304232e-01,8.748244288507511790e-03,4.237435783589734717e-01
1.133999999999999986e+01,4.341996783265132387e-01,9.231793465487495576e-01,8.741736600542253030e-03,4.231367227794559094e-01
1.136999999999999922e+01,4.348186994310114240e-01,9.228884643380842467e-01,8.737793893879111998e-03,4.225315433920792119e-01
1.140000000000000036e+01,4.354366132960863500e-01,9.225975703056394917e-01,8.732749045204348665e-03,4.219280187712072805e-01
1.142999999999999972e+01,4.360534228509789223e-01,9.223066789437769364e-01,8.726600805871384536e-03,4.213261486580872073e-01
1.145999999999999908e+01,4.366691310239713686e-01,9.220158009069887584e-01,8.719654161442257426e-03,4.207259327912758473e-01
1.149000000000000021e+01,4.372837407395021581e-01,9.217248940593230078e-01,8.716126443754223727e-03,4.201273691606583482e-01
1.151999999999999957e+01,4.378972548785370900e-01,9.214339662779383877e-01,8.712021690351338943e-03,4.195304317382020920e-01
1.154999999999999893e+01,4.385096763163370270e-01,9.211429867530561699e-01,8.710444936745631930e-03,4.189351173806425410e-01
1.158000000000000007e+01,4.391210078934956740e-01,9.208519353022399656e-01,8.710550229596219704e-03,4.183414053912523634e-01
1.160999999999999943e+01,4.397312524240911125e-01,9.205607550189526256e-01,8.715303403781952951e-03,4.177492800098585035e-01
1.163999999999999879e+01,4.403404126683758135e-01,9.202693686275342788e-01,8.726375546655248602e-03,4.171587089218455890e-01
1.166999999999999993e+01,4.409484913178701726e-01,9.199776957599035132e-01,8.744045183232358742e-03,4.165696507725097364e-01
1.169999999999999929e+01,4.415554909934478744e-01,9.196856703114459908e-01,8.767175307899601963e-03,4.159820630393506469e-01
1.173000000000000043e+01,4.421614142563689565e-01,9.193932570618954525e-01,8.793266606406734825e-03,4.153959098787133875e-01
1.175999999999999979e+01,4.427662636316094802e-01,9.191004354374232577e-01,8.821132285013131777e-03,4.148111695798063492e-01
1.178999999999999915e+01,4.433700416189564342e-01,9.188071898377578872e-01,8.850369198644153501e-03,4.142278271518999855e-01
1.182000000000000028e+01,4.439727506968407789e-01,9.185135023825103939e-01,8.881164240144869687e-03,4.136458699247058668e-01
1.184999999999999964e+01,4.445743933207622067e-01,9.182193866268558713e-01,8.910962413724765954e-03,4.130652842708092964e-01
1.187999999999999901e+01,4.451749719467149036e-01,9.179248473539282083e-01,8.940475062443303811e-03,4.124860707578475449e-01
1.191000000000000014e+01,4.457744890246837510e-01,9.176298551944572779e-01,8.972477605854709687e-03,4.119082260116841421e-01
1.193999999999999950e+01,4.463729469734126765e-01,9.173344241298057034e-01,9.003448541427363713e-03,4.113317313656816299e-01
1.196999999999999886e+01,4.469703482126053395e-01,9.170385682142903061e-01,9.033380343168804713e-03,4.107565876653882508e-01
1.200000000000000000e+01,4.475666951629675427e-01,9.167423015731536173e-01,9.062265636668030699e-03,4.101827957820893822e-01
1.202999999999999936e+01,4.481619902462476990e-01,9.164456384005182921e-01,9.090097200722447451e-03,4.096103566117959560e-01
1.205999999999999872e+01,4.487562358852758559e-01,9.161485771891093588e-01,9.118148912655121147e-03,4.090392710742334903e-01
1.208999999999999986e+01,4.493494344924009454e-01,9.158511064123064926e-01,9.147234866227888644e-03,4.084695330814912539e-01
1.211999999999999922e+01,4.499415884621814632e-01,9.155532407335236211e-01,9.175227700434902128e-03,4.079011321146366886e-01
1.215000000000000036e+01,4.505327001907062368e-01,9.152549948831241178e-01,9.202120281539116070e-03,4.073340693624026287e-01
1.217999999999999972e+01,4.511227720756293413e-01,9.149563836561871444e-01,9.227905644735568541e-03,4.067683460348174296e-01
1.220999999999999908e+01,4.517118065162032403e-01,9.146574219102611147e-01,9.252576995733540963e-03,4.062039633621407630e-01
1.224000000000000021e+01,4.522998059133100934e-01,9.143581245631005050e-01,9.276127712305784132e-03,4.056409225937998020e-01
1.226999999999999957e+01,4.528867726694912887e-01,9.140585065903872319e-01,9.298551345804369900e-03,4.050792249973282910e-01
1.229999999999999893e+01,4.534727091889753092e-01,9.137585830234385975e-01,9.319841622642863199e-03,4.045188718573055064e-01
1.233000000000000007e+01,4.540576178777038785e-01,9.134583689469017997e-01,9.339992445744429300e-03,4.039598644742973255e-01
1.235999999999999943e+01,4.546415011433561637e-01,9.131578794964315682e-01,9.358997895955508545e-03,4.034022041637997935e-01
1.238999999999999879e+01,4.552243613953714241e-01,9.128571298563603609e-01,9.376852233424668240e-03,4.028458922551825805e-01
1.241999999999999993e+01,4.558062010449698276e-01,9.125561100416332838e-01,9.395599093739903998e-03,4.022909300906377106e-01
1.244999999999999929e+01,4.563870224868552539e-01,9.122548318567222925e-01,9.413468228318792180e-03,4.017373079233365618e-01
1.248000000000000043e+01,4.569668281151134659e-01,9.119533109186093167e-01,9.430148243669781577e-03,4.011850256399048242e-01
1.250999999999999979e+01,4.575456203259745669e-01,9.116515628863094411e-01,9.445633875652940936e-03,4.006340848011144540e-01
1.253999999999999915e+01,4.581234015178271557e-01,9.113496034583576932e-01,9.459920055250975804e-03,4.000844869765275424e-01
1.257000000000000028e+01,4.587001740912305392e-01,9.110474483702869497e-01,9.473001909781850541e-03,3.995362337434039124e-01
1.259999999999999964e+01,4.592759404489253905e-01,9.107451133920931863e-01,9.484874764071284450e-03,3.989893266856118226e-01
1.262999999999999901e+01,4.598507029958422976e-01,9.104426143256942883e-01,9.495534141584735174e-03,3.984437673925416701e-01
1.266000000000000014e+01,4.604244641391088133e-01,9.101399670023768707e-01,9.504975765518734049e-03,3.978995574580243555e-01
1.268999999999999950e+01,4.609972262880545624e-01,9.098371872802377691e-01,9.513195559851190045e-03,3.973566984792525347e-01
1.271999999999999886e+01,4.615689918542146275e-01,9.095342910416146509e-01,9.520189650350417698e-03,3.968151920557069223e-01
1.275000000000000000e+01,4.621397632513312148e-01,9.092312827943643816e-01,9.526870772583741556e-03,3.962750397880855369e-01
1.277999999999999936e+01,4.627095428871692562e-01,9.089281614878845783e-01,9.533685286767196870e-03,3.957362383171494913e-01
1.280999999999999872e+01,4.632783331595578535e-01,9.086249426840879995e-01,9.539296641901479079e-03,3.951987818838142430e-01
1.283999999999999986e+01,4.638461364683466592e-01,9.083216419600980140e-01,9.543701721066676774e-03,3.946626719742545863e-01
1.286999999999999922e+01,4.644129552154023233e-01,9.080182749057822411e-01,9.546897602756409390e-03,3.941279100727088092e-01
1.290000000000000036e+01,4.649787918046033308e-01,9.077148571212843020e-01,9.548881561575132265e-03,3.935944976604821566e-01
1.292999999999999972e+01,4.655436486418331743e-01,9.074114042145483561e-01,9.549651068895720005e-03,3.930624362149565121e-01
1.295999999999999908e+01,4.661075281349718602e-01,9.071079317988438584e-01,9.549203793477156407e-03,3.925317272086038534e-01
1.299000000000000021e+01,4.666704326938857506e-01,9.068044554902868759e-01,9.547537602042188709e-03,3.920023721080066470e-01
1.301999999999999957e+01,4.672323647304161276e-01,9.065009909053575177e-01,9.544650559814829918e-03,3.914743723728831837e-01
1.304999999999999893e+01,4.677933266583655936e-01,9.061975536584185864e-01,9.540540931017546175e-03,3.909477294551183535e-01
1.308000000000000007e+01,4.683533208934834713e-01,9.058941593592312325e-01,9.535207179328108323e-03,3.904224447978014712e-01
1.310999999999999943e+01,4.689123498534492063e-01,9.055908236104712739e-01,9.528647968295838808e-03,3.898985198342686531e-01
1.313999999999999879e+01,4.694704159578543812e-01,9.052875311341701536e-01,9.523358610194834761e-03,3.893759559871534104e-01
1.316999999999999993e+01,4.700275216063037886e-01,9.049842853369671758e-01,9.517829255312717368e-03,3.888547414071640840e-01
1.319999999999999929e+01,4.705836691917488213e-01,9.046811013930653456e-01,9.511107309798528392e-03,3.883348723237442512e-01
1.322999999999999865e+01,4.711388611088439538e-01,9.043779944648659974e-01,9.503191869082929996e-03,3.878163500301022859e-01
1.325999999999999979e+01,4.716930997539269255e-01,9.040749797006319977e-01,9.494082217749510305e-03,3.872991758076002600e-01
1.328999999999999915e+01,4.722463875249972576e-01,9.037720722321562761e-01,9.483777829732281672e-03,3.867833509248807533e-01
1.332000000000000028e+01,4.727987268216938266e-01,9.034692610251608968e-01,9.474401241125269407e-03,3.862688766370023785e-01
1.334999999999999964e+01,4.733501200268496190e-01,9.031665327900302298e-01,9.466136586646531695e-03,3.857557430204379689e-01
1.337999999999999901e+01,4.739005695049914868e-01,9.028639022263703628e-01,9.456711721722275282e-03,3.852439392404414797e-01
1.341000000000000014e+01,4.744500776221140526e-01,9.025613840161212931e-01,9.446126270966446331e-03,3.847334664445321573e-01
1.343999999999999950e+01,4.749986467456573935e-01,9.022589219652399350e-01,9.440153759026331109e-03,3.842243257668772061e-01
1.346999999999999886e+01,4.755462791947624446e-01,9.019565262475641720e-01,9.433390981547934775e-03,3.837164881934985727e-01
1.350000000000000000e+01,4.760929772870486354e-01,9.016541546304051025e-01,9.430118608444190351e-03,3.832099530552978695e-01
1.352999999999999936e+01,4.766387433019174669e-01,9.013517745219985500e-01,9.429565424620024033e-03,3.827046974427338322e-01
1.355999999999999872e+01,4.771835794874961234e-01,9.010493188356714089e-01,9.434585638852386463e-03,3.822007026503068672e-01
1.358999999999999986e+01,4.777274880366881860e-01,9.007467037694553147e-01,9.446597797709607724e-03,3.816979354544186021e-01
1.361999999999999922e+01,4.782704710757879063e-01,9.004438472105823488e-01,9.465500845023266593e-03,3.811963557250492851e-01
1.365000000000000036e+01,4.788125306660038216e-01,9.001406868964106911e-01,9.489671867638710748e-03,3.806959242482146899e-01
1.367999999999999972e+01,4.793536688176288640e-01,8.998371975156469471e-01,9.516045873668461247e-03,3.801966103908496764e-01
1.370999999999999908e+01,4.798938875160291273e-01,8.995333626825005036e-01,9.543881914140284889e-03,3.796983992651292161e-01
1.374000000000000021e+01,4.804331887279785773e-01,8.992291780843288951e-01,9.572175548977804663e-03,3.792012798195881218e-01
1.376999999999999957e+01,4.809715744101413781e-01,8.989246148404672621e-01,9.602975015769611017e-03,3.787052461417079741e-01
1.379999999999999893e+01,4.815090464920655511e-01,8.986196874688925362e-01,9.632665150667392082e-03,3.782102820109182750e-01
1.383000000000000007e+01,4.820456069064187887e-01,8.983144105534162094e-01,9.661238760549093266e-03,3.777163895283773831e-01
1.385999999999999943e+01,4.825812575890144895e-01,8.980087698671113117e-01,9.691094951932172769e-03,3.772235708114233810e-01
1.388999999999999879e+01,4.831160004588492263e-01,8.977027566551785132e-01,9.721779088034451094e-03,3.767318158792604121e-01
1.391999999999999993e+01,4.836498374219704299e-01,8.973963859325035930e-01,9.751310391862836463e-03,3.762411170932085103e-01
1.394999999999999929e+01,4.841827703879614253e-01,8.970896583736367447e-01,9.780854073635544127e-03,3.757514768042107822e-01
1.397999999999999865e+01,4.847148012600222544e-01,8.967825888813131252e-01,9.809251578844813829e-03,3.752628913519155396e-01
1.400999999999999979e+01,4.852459319448103048e-01,8.964751924168276043e-01,9.836496247379955191e-03,3.747753630392942070e-01
1.403999999999999915e+01,4.857761643524597939e-01,8.961674839978484020e-01,9.862581588792085005e-03,3.742888941815373793e-01
1.407000000000000028e+01,4.863055003965998102e-01,8.958594433191983120e-01,9.890448482764487709e-03,3.738034871051264529e-01
1.409999999999999964e+01,4.868339419700462023e-01,8.955510800408592598e-01,9.917602179260113018e-03,3.733191294047303321e-01
1.412999999999999901e+01,4.873614909654885863e-01,8.952424096595403835e-01,9.943555015950688442e-03,3.728358212103060065e-01
1.416000000000000014e+01,4.878881492794935881e-01,8.949334477250147080e-01,9.968300703188858955e-03,3.723535650780538941e-01
1.418999999999999950e+01,4.884139188125187214e-01,8.946242098377485963e-01,9.991833137162927161e-03,3.718723635729887511e-01
1.421999999999999886e+01,4.889388014689245998e-01,8.943147116465194335e-01,1.001414640125852969e-02,3.713922192679607881e-01
1.425000000000000000e+01,4.894627991569855952e-01,8.940049688460206534e-01,1.003523476738411510e-02,3.709131347426790071e-01
1.427999999999999936e+01,4.899859137888988303e-01,8.936949971744556631e-01,1.005509269725977060e-02,3.704351125827358149e-01
1.430999999999999872e+01,4.905081472807915621e-01,8.933848124111218869e-01,1.007371484366899848e-02,3.699581553786336352e-01
