# t,rho,B,strain,J
1.524000000000000021e+01,1.116865421994730628e-01,9.596442450273474645e-01,2.596522531219056136e-03,7.849253306057453194e-01
1.526999999999999957e+01,1.116783435037877886e-01,9.595709752581786933e-01,2.590989665371482009e-03,7.848768776516545920e-01
1.529999999999999893e+01,1.116701338522844006e-01,9.594978252253906215e-01,2.585148296264765978e-03,7.848285336816470670e-01
1.533000000000000007e+01,1.116619135242291200e-01,9.594247858160118714e-01,2.580000084832861050e-03,7.847803015233018042e-01
1.535999999999999943e+01,1.116536827836085016e-01,9.593518575333110920e-01,2.574807011551700272e-03,7.847321733299255087e-01
1.538999999999999879e+01,1.116454418922703390e-01,9.592790441887348862e-01,2.569314988372803799e-03,7.846841491414994207e-01
1.541999999999999993e+01,1.116371911144111578e-01,9.592063382808889704e-01,2.564392784914708723e-03,7.846362317070556536e-01
1.544999999999999929e+01,1.116289307012831161e-01,9.591337359762721615e-01,2.559759013321462849e-03,7.845884145191913683e-01
1.547999999999999865e+01,1.116206608962823366e-01,9.590612281148545026e-01,2.555824192397230469e-03,7.845406940887393876e-01
1.550999999999999979e+01,1.116123819278436735e-01,9.589888033520995725e-01,2.552757965198315486e-03,7.844930625805406343e-01
1.553999999999999915e+01,1.116040940066518883e-01,9.589164415616565629e-01,2.551240556465501040e-03,7.844455103932979068e-01
1.557000000000000028e+01,1.115957973139780346e-01,9.588441189802903164e-01,2.551558307882933335e-03,7.843980207667442528e-01
1.559999999999999964e+01,1.115874919970844398e-01,9.587718134996723318e-01,2.553588344452750476e-03,7.843505740062031162e-01
1.562999999999999901e+01,1.115791781718210862e-01,9.586995098332202758e-01,2.556805283027216782e-03,7.843031518176761807e-01
1.566000000000000014e+01,1.115708559321684917e-01,9.586272037864480566e-01,2.560349417187764761e-03,7.842557415309495683e-01
1.568999999999999950e+01,1.115625253654429494e-01,9.585548801982518574e-01,2.565073459233302607e-03,7.842083395799001044e-01
1.571999999999999886e+01,1.115541865375647423e-01,9.584825424106495628e-01,2.569540575323164475e-03,7.841609334362230621e-01
1.575000000000000000e+01,1.115458395182624546e-01,9.584101880270676777e-01,2.574196671764411842e-03,7.841135257380953405e-01
1.577999999999999936e+01,1.115374843732861027e-01,9.583378100471954264e-01,2.579399718519284450e-03,7.840661144238186830e-01
1.580999999999999872e+01,1.115291211582351144e-01,9.582654124460677769e-01,2.584296879534373967e-03,7.840186936708851695e-01
1.583999999999999986e+01,1.115207499334821273e-01,9.581929992078809244e-01,2.588887244483062487e-03,7.839712666498819260e-01
1.586999999999999922e+01,1.115123707641344220e-01,9.581205742776258694e-01,2.593173662037590813e-03,7.839238365323700775e-01
1.589999999999999858e+01,1.115039837199304773e-01,9.580481274027142780e-01,2.598259733389706068e-03,7.838764064513703556e-01
1.592999999999999972e+01,1.114955888560245495e-01,9.579756626984238244e-01,2.603028870094707074e-03,7.838289679178086500e-01
1.595999999999999908e+01,1.114871862325384488e-01,9.579031842887921755e-01,2.607480185253439452e-03,7.837815242179781983e-01
1.599000000000000021e+01,1.114787759145203644e-01,9.578306963060058132e-01,2.611612838611243950e-03,7.837340786385528224e-01
1.601999999999999957e+01,1.114703579719032861e-01,9.577582028897879685e-01,2.615426036747595107e-03,7.836866344661483907e-01
1.605000000000000071e+01,1.114619324794630939e-01,9.576857081867842236e-01,2.618919033257061969e-03,7.836391949868833917e-01
1.607999999999999829e+01,1.114534995167761888e-01,9.576132163499455618e-01,2.622091128921531008e-03,7.835917634859388414e-01
1.610999999999999943e+01,1.114450591681768049e-01,9.575407308580647925e-01,2.624994521538863597e-03,7.835443432471157488e-01
1.614000000000000057e+01,1.114366115217960695e-01,9.574682450282935298e-01,2.628418715262649443e-03,7.834969369961166663e-01
1.616999999999999815e+01,1.114281566558021075e-01,9.573957617963950728e-01,2.631616015635788921e-03,7.834495391387171770e-01
1.619999999999999929e+01,1.114196946514927067e-01,9.573232847159879322e-01,2.634538222064131911e-03,7.834021519650000709e-01
1.623000000000000043e+01,1.114112255940961915e-01,9.572508133517405593e-01,2.637492434943249781e-03,7.833547782663847769e-01
1.625999999999999801e+01,1.114027495673436535e-01,9.571783519313747934e-01,2.640119439080822281e-03,7.833074175648416793e-01
1.628999999999999915e+01,1.113942666597809300e-01,9.571059046838215068e-01,2.642418925149678764e-03,7.832600732002419353e-01
1.632000000000000028e+01,1.113857769647189078e-01,9.570334758385861118e-01,2.644390632925902596e-03,7.832127485068985928e-01
1.634999999999999787e+01,1.113772805801833965e-01,9.569610696251092952e-01,2.646034351325601223e-03,7.831654468131203917e-01
1.637999999999999901e+01,1.113687776088647663e-01,9.568886902721324139e-01,2.647349918432557667e-03,7.831181714407612349e-01
1.641000000000000014e+01,1.113602681580671688e-01,9.568163420070604497e-01,2.648337221516466802e-03,7.830709257047747673e-01
1.643999999999999773e+01,1.113517523396575226e-01,9.567440290553250737e-01,2.648996197042045257e-03,7.830237129127662898e-01
1.646999999999999886e+01,1.113432302700141374e-01,9.566717556397502653e-01,2.649326830668869218e-03,7.829765363645462273e-01
1.650000000000000000e+01,1.113347020699750056e-01,9.565995259799178196e-01,2.649329157241875950e-03,7.829293993516853734e-01
1.653000000000000114e+01,1.113261678647858716e-01,9.565273442915313007e-01,2.649003260772712486e-03,7.828823051570704683e-01
1.655999999999999872e+01,1.113176277840478845e-01,9.564552147857841025e-01,2.648349274411750630e-03,7.828352570544587774e-01
1.658999999999999986e+01,1.113090819616650712e-01,9.563831416687262887e-01,2.647367380410979056e-03,7.827882583080364443e-01
1.662000000000000099e+01,1.113005305357913782e-01,9.563111291406336534e-01,2.646057810077566495e-03,7.827413121719765110e-01
1.664999999999999858e+01,1.112919736487775757e-01,9.562391787726692849e-01,2.644624726656798035e-03,7.826944218899986039e-01
1.667999999999999972e+01,1.112834114435758415e-01,9.561672910919227775e-01,2.643149206681304035e-03,7.826475885483366035e-01
1.671000000000000085e+01,1.112748440623233942e-01,9.560954703731695536e-01,2.641339852434939402e-03,7.826008123779578662e-01
1.673999999999999844e+01,1.112662716514123823e-01,9.560237208827050415e-01,2.639197101410157426e-03,7.825540966784967356e-01
1.676999999999999957e+01,1.112576943614330266e-01,9.559520468776906421e-01,2.636721442269456157e-03,7.825074447369206876e-01
1.680000000000000071e+01,1.112491123471164300e-01,9.558804526054981432e-01,2.633913414727116244e-03,7.824608598270760274e-01
1.682999999999999829e+01,1.112405257672771791e-01,9.558089423030574627e-01,2.630773609421058635e-03,7.824143452092334750e-01
1.685999999999999943e+01,1.112319347847555845e-01,9.557375135678096711e-01,2.627813787553144771e-03,7.823679041296358605e-01
1.689000000000000057e+01,1.112233395574073469e-01,9.556661669776932433e-01,2.624804223333292077e-03,7.823215343943566991e-01
1.691999999999999815e+01,1.112147402421822390e-01,9.555949066419510141e-01,2.621472559218320647e-03,7.822752362561565809e-01
1.694999999999999929e+01,1.112061369999033794e-01,9.555237366579227842e-01,2.617819506567714387e-03,7.822290128598049508e-01
1.698000000000000043e+01,1.111975299952097512e-01,9.554526611104403599e-01,2.613845824125859193e-03,7.821828673351376437e-01
1.700999999999999801e+01,1.111889193964985256e-01,9.553816840712251457e-01,2.609552317846204443e-03,7.821368027966443259e-01
1.703999999999999915e+01,1.111803053758672333e-01,9.553108095982902892e-01,2.604939840706768650e-03,7.820908223430559358e-01
1.707000000000000028e+01,1.111716881090557135e-01,9.552400417353444917e-01,2.600009292516987976e-03,7.820449290569390088e-01
1.709999999999999787e+01,1.111630677753878554e-01,9.551693845111970393e-01,2.594761619715916720e-03,7.819991260042885584e-01
1.712999999999999901e+01,1.111544445577132001e-01,9.550988331329408609e-01,2.589877166316616706e-03,7.819534162341245098e-01
1.716000000000000014e+01,1.111458186304528778e-01,9.550283864813386980e-01,2.585072747803343878e-03,7.819077955687240289e-01
1.718999999999999773e+01,1.111371901646520111e-01,9.549580484533894964e-01,2.579961408629508242e-03,7.818622628496040283e-01
1.721999999999999886e+01,1.111285593347918765e-01,9.548878229308798149e-01,2.574544128048576307e-03,7.818168210297897769e-01
1.725000000000000000e+01,1.111199263187326314e-01,9.548177137798408154e-01,2.568821928249758520e-03,7.817714730452729466e-01
1.728000000000000114e+01,1.111112912976559008e-01,9.547477113538157534e-01,2.563837247994735658e-03,7.817262218146492359e-01
1.730999999999999872e+01,1.111026544377752140e-01,9.546778160937483548e-01,2.558812174559164151e-03,7.816810591890115401e-01
1.733999999999999986e+01,1.110940159041230724e-01,9.546080317472203092e-01,2.553491520828199760e-03,7.816359852990732993e-01
1.737000000000000099e+01,1.110853758650306583e-01,9.545383439293072536e-01,2.549274575161223581e-03,7.815910029846169227e-01
1.739999999999999858e+01,1.110767344675960833e-01,9.544687520114706336e-01,2.545100632244919839e-03,7.815461002347025010e-01
1.742999999999999972e+01,1.110680918564958264e-01,9.543992419494550239e-01,2.542006848666946480e-03,7.815012763310550392e-01
1.746000000000000085e+01,1.110594481558857677e-01,9.543297944010540323e-01,2.540407297939999230e-03,7.814565195741122183e-01
1.748999999999999844e+01,1.110508034624625856e-01,9.542603848624324758e-01,2.540707410234235592e-03,7.814118139545077613e-01
1.751999999999999957e+01,1.110421578387832814e-01,9.541909922539861810e-01,2.542646070119313102e-03,7.813671392741081689e-01
1.755000000000000071e+01,1.110335113182561312e-01,9.541216031554291543e-01,2.545630021197823993e-03,7.813224781854469780e-01
1.757999999999999829e+01,1.110248639158003259e-01,9.540522043748689285e-01,2.549643196466062044e-03,7.812778196527910834e-01
1.760999999999999943e+01,1.110162156283520801e-01,9.539827928608893837e-01,2.553896215124916522e-03,7.812331528527554081e-01
1.764000000000000057e+01,1.110075664487577413e-01,9.539133603679783580e-01,2.558794376572876266e-03,7.811884752903116569e-01
1.766999999999999815e+01,1.109989163587994931e-01,9.538439107377115755e-01,2.563395218148452424e-03,7.811437802226669502e-01
1.769999999999999929e+01,1.109902653456453087e-01,9.537744404645721596e-01,2.568271892663257124e-03,7.810990708202303345e-01
1.773000000000000043e+01,1.109816133918640341e-01,9.537049443675236216e-01,2.573555323861353474e-03,7.810543442294296534e-01
1.775999999999999801e+01,1.109729604732105357e-01,9.536354264102733236e-01,2.578532087876341753e-03,7.810095962308564177e-01
1.778999999999999915e+01,1.109643065710552018e-01,9.535658905651761552e-01,2.583201317350477307e-03,7.809648301033550455e-01
1.782000000000000028e+01,1.109556516723357034e-01,9.534963408126664319e-01,2.587562188409881728e-03,7.809200491251526710e-01
1.784999999999999787e+01,1.109469957695084358e-01,9.534267743324675859e-01,2.592145287633291877e-03,7.808752565734649043e-01
1.787999999999999901e+01,1.109383388512997226e-01,9.533571885224793041e-01,2.596933719763127191e-03,7.808304501483527282e-01
1.791000000000000014e+01,1.109296809030405340e-01,9.532875874924362503e-01,2.601403726307629886e-03,7.807856277336563400e-01
1.793999999999999773e+01,1.109210219157727301e-01,9.532179753595284577e-01,2.605554524588395236e-03,7.807407927148314331e-01
1.796999999999999886e+01,1.109123618861981575e-01,9.531483562477898186e-01,2.609385378993420070e-03,7.806959484756195167e-01
1.800000000000000000e+01,1.109037008166274263e-01,9.530787342874817991e-01,2.612895601138932097e-03,7.806510983976210349e-01
1.802999999999999758e+01,1.108950387149284650e-01,9.530091136144799302e-01,2.616084550022334393e-03,7.806062458598659326e-01
1.805999999999999872e+01,1.108863755944746732e-01,9.529394983696548582e-01,2.618951632166399094e-03,7.805613942383857751e-01
1.808999999999999986e+01,1.108777114740929076e-01,9.528698926982542838e-01,2.621496301754526383e-03,7.805165469057824268e-01
1.812000000000000099e+01,1.108690463780111352e-01,9.528002984257030183e-01,2.623899395678586099e-03,7.804717072307973957e-01
1.814999999999999858e+01,1.108603803326654730e-01,9.527307122619277369e-01,2.626560054201825326e-03,7.804268766746649266e-01
1.817999999999999972e+01,1.108517133597629600e-01,9.526611384698618901e-01,2.628888942992726671e-03,7.803820525055126245e-01
1.821000000000000085e+01,1.108430454865401843e-01,9.525915813150878098e-01,2.630885644354148938e-03,7.803372381847174521e-01
1.823999999999999844e+01,1.108343767457078410e-01,9.525220450651760151e-01,2.632549791597110864e-03,7.802924371682852245e-01
1.826999999999999957e+01,1.108257071753948886e-01,9.524525339890242970e-01,2.633881069124843245e-03,7.802476529063888666e-01
1.830000000000000071e+01,1.108170368190924543e-01,9.523830523561980232e-01,2.634879212506983058e-03,7.802028888429085596e-01
1.832999999999999829e+01,1.108083657255974491e-01,9.523136044362676689e-01,2.635544008543859711e-03,7.801581484149719969e-01
1.835999999999999943e+01,1.107996939489558769e-01,9.522441885873182965e-01,2.636333795633184589e-03,7.801134350524928651e-01
1.839000000000000057e+01,1.107910215404163817e-01,9.521748083076179148e-01,2.636849911239890973e-03,7.800687473356207047e-01
1.841999999999999815e+01,1.107823485554080417e-01,9.521054677757095908e-01,2.637039407542429367e-03,7.800240880592171910e-01
1.844999999999999929e+01,1.107736750544152105e-01,9.520361711676551542e-01,2.636902268951984377e-03,7.799794605697623062e-01
1.848000000000000043e+01,1.107650011029201464e-01,9.519669226564072551e-01,2.636438528705500016e-03,7.799348682048381498e-01
1.850999999999999801e+01,1.107563267713453786e-01,9.518977264111821990e-01,2.635648268861157714e-03,7.798903142926970622e-01
1.853999999999999915e+01,1.107476521349958498e-01,9.518285865968314496e-01,2.634531620284719707e-03,7.798458021518301919e-01
1.857000000000000028e+01,1.107389772740008244e-01,9.517595073732184607e-01,2.633088762626715693e-03,7.798013350905356189e-01
1.859999999999999787e+01,1.107303022732555875e-01,9.516904928945904008e-01,2.631319924290409853e-03,7.797569164064913627e-01
1.862999999999999901e+01,1.107216272223628672e-01,9.516215473089566501e-01,2.629225382390598144e-03,7.797125493863233947e-01
1.866000000000000014e+01,1.107129522155741036e-01,9.515526747574633015e-01,2.626805462703306945e-03,7.796682373051804227e-01
1.868999999999999773e+01,1.107042773517304540e-01,9.514838793737737666e-01,2.624060539606295518e-03,7.796239834263056778e-01
1.871999999999999886e+01,1.106956027342036047e-01,9.514151652834457185e-01,2.620991036010441623e-03,7.795797910006129205e-01
1.875000000000000000e+01,1.106869284708363599e-01,9.513465366033135862e-01,2.617597423282042816e-03,7.795356632662602259e-01
1.877999999999999758e+01,1.106782546738830364e-01,9.512779974408708261e-01,2.613880221155984000e-03,7.794916034482289868e-01
1.880999999999999872e+01,1.106695814599496508e-01,9.512095480209342702e-01,2.610142264161685773e-03,7.794476147579024738e-01
1.883999999999999986e+01,1.106609089446981137e-01,9.511411912871785557e-01,2.606171314971502014e-03,7.794036972194099411e-01
1.887000000000000099e+01,1.106522372465321147e-01,9.510729213362821843e-01,2.602653342247031841e-03,7.793598530860701423e-01
1.889999999999999858e+01,1.106435664746065334e-01,9.510047413200919397e-01,2.598885784787744770e-03,7.793160773582495926e-01
1.892999999999999972e+01,1.106348967411691780e-01,9.509366552840756714e-01,2.594799121601740460e-03,7.792723724690094889e-01
1.896000000000000085e+01,1.106262281627359567e-01,9.508686666415002708e-01,2.590442402038540572e-03,7.792287415795301486e-01
1.898999999999999844e+01,1.106175608591904169e-01,9.508007777666517280e-01,2.585896399939762585e-03,7.791851873271932183e-01
1.901999999999999957e+01,1.106088949523429121e-01,9.507329926364871397e-01,2.581036121948203799e-03,7.791417114934654498e-01
1.905000000000000071e+01,1.106002305680769959e-01,9.506653152126691708e-01,2.575862558551774654e-03,7.790983171706131749e-01
1.907999999999999829e+01,1.105915678362851262e-01,9.505977468372561745e-01,2.570578847580223033e-03,7.790550074328969066e-01
1.910999999999999943e+01,1.105829068872836718e-01,9.505302795953225470e-01,2.565903474771408840e-03,7.790117832024395783e-01
1.914000000000000057e+01,1.105742478392910816e-01,9.504629173185132895e-01,2.560924982157263084e-03,7.789686378146901680e-01
1.916999999999999815e+01,1.105655908144410754e-01,9.503956638230540710e-01,2.555644378002565158e-03,7.789255742482714684e-01
1.919999999999999929e+01,1.105569359387198608e-01,9.503285229092203190e-01,2.550062712563907694e-03,7.788825954639114757e-01
1.923000000000000043e+01,1.105482833419033917e-01,9.502614826457099761e-01,2.545400750884910853e-03,7.788397044040960004e-01
1.925999999999999801e+01,1.105396331362433343e-01,9.501945452240206924e-01,2.540562935233996698e-03,7.787968911132480132e-01
1.928999999999999915e+01,1.105309854357526406e-01,9.501277075143494955e-01,2.535962161267822125e-03,7.787541572344551799e-01
1.932000000000000028e+01,1.105223403489905554e-01,9.500609605565035753e-01,2.532051117613810191e-03,7.787115000472164539e-01
1.934999999999999787e+01,1.105136979712362938e-01,9.499942926734835646e-01,2.529042693879492501e-03,7.786689120599671332e-01
1.937999999999999901e+01,1.105050583809568387e-01,9.499276879432830833e-01,2.527269090648076241e-03,7.786263835726026095e-01
1.941000000000000014e+01,1.104964216342458616e-01,9.498611242255666776e-01,2.527217816971902460e-03,7.785839014287005977e-01
1.943999999999999773e+01,1.104877877566532440e-01,9.497945775323749507e-01,2.529037000085057434e-03,7.785414474056293610e-01
1.946999999999999886e+01,1.104791567410129127e-01,9.497280303164042925e-01,2.532226819879529554e-03,7.784990018080411023e-01
1.950000000000000000e+01,1.104705285565033002e-01,9.496614717552563922e-01,2.536263969371020926e-03,7.784565502643802093e-01
1.952999999999999758e+01,1.104619031579955057e-01,9.495948999072751917e-01,2.540454356098731815e-03,7.784140839475786056e-01
1.955999999999999872e+01,1.104532804982173849e-01,9.495283056873937699e-01,2.545357804793524185e-03,7.783716013294922353e-01
1.958999999999999986e+01,1.104446605181149677e-01,9.494616875218921948e-01,2.550386628540520818e-03,7.783290950294078359e-01
1.962000000000000099e+01,1.104360431571378004e-01,9.493950492400895502e-01,2.555117842560250714e-03,7.782865638397937769e-01
1.964999999999999858e+01,1.104274283605628376e-01,9.493283877298648310e-01,2.560095133022829376e-03,7.782440109841298748e-01
1.967999999999999972e+01,1.104188160700433213e-01,9.492616981434427448e-01,2.565454643990689766e-03,7.782014339877415532e-01
1.971000000000000085e+01,1.104102062212999613e-01,9.491949844326293961e-01,2.570507104628924101e-03,7.781588289580497753e-01
1.973999999999999844e+01,1.104015987560868217e-01,9.491282505573555017e-01,2.575251689070524787e-03,7.781161992241041325e-01
1.976999999999999957e+01,1.103929936221377667e-01,9.490615004851070680e-01,2.579687615191169920e-03,7.780735481133463916e-01
1.980000000000000071e+01,1.103843907731127671e-01,9.489947381903565127e-01,2.583814144774051937e-03,7.780308789512212497e-01
1.982999999999999829e+01,1.103757901685439580e-01,9.489279573775626364e-01,2.588436065398492560e-03,7.779881950607883123e-01
1.985999999999999943e+01,1.103671917598806618e-01,9.488611598091200028e-01,2.592922062467117959e-03,7.779454913375595249e-01
1.989000000000000057e+01,1.103585955014759618e-01,9.487943495858921494e-01,2.597088745256296346e-03,7.779027692941529182e-01
1.991999999999999815e+01,1.103500013537189600e-01,9.487275308148823694e-01,2.600935434176936123e-03,7.778600323563670260e-01
1.994999999999999929e+01,1.103414092829785587e-01,9.486607076086237544e-01,2.604461497035821978e-03,7.778172839467781818e-01
1.998000000000000043e+01,1.103328192615469633e-01,9.485938840845615783e-01,2.607666349169076268e-03,7.777745274843204104e-01
2.000999999999999801e+01,1.103242312675829784e-01,9.485270643644380106e-01,2.610549453566657525e-03,7.777317663838620998e-01
2.003999999999999915e+01,1.103156452850550667e-01,9.484602525736736123e-01,2.613110320988040920e-03,7.776890040557820072e-01
2.007000000000000028e+01,1.103070613036841868e-01,9.483934528407493847e-01,2.615348510068862126e-03,7.776462439055453757e-01
2.009999999999999787e+01,1.102984793188863666e-01,9.483266692965883760e-01,2.617263627418649902e-03,7.776034893332789411e-01
2.012999999999999901e+01,1.102898993317151244e-01,9.482599060739342889e-01,2.618855327709494751e-03,7.775607437333470484e-01
2.016000000000000014e+01,1.102813213488035710e-01,9.481931596255985806e-01,2.620725456865327652e-03,7.775180104939244385e-01
2.018999999999999773e+01,1.102727453719143519e-01,9.481264330934916496e-01,2.622349786288379839e-03,7.774752866983917210e-01
2.021999999999999886e+01,1.102641714070417833e-01,9.480597307177227595e-01,2.623642063701996617e-03,7.774325749216089987e-01
2.025000000000000000e+01,1.102555994658523247e-01,9.479930567382204298e-01,2.624602094341074200e-03,7.773898786331754351e-01
2.027999999999999758e+01,1.102470295656237248e-01,9.479264153940765159e-01,2.625229734555928861e-03,7.773472012948209331e-01
2.030999999999999872e+01,1.102384617291837648e-01,9.478598109228869584e-01,2.625524891843822491e-03,7.773045463599569382e-01
2.033999999999999986e+01,1.102298959848489052e-01,9.477932475600973072e-01,2.625487524870465800e-03,7.772619172732221360e-01
2.037000000000000099e+01,1.102213323663625982e-01,9.477267295383455803e-01,2.625117643481814870e-03,7.772193174700339213e-01
2.039999999999999858e+01,1.102127709128334077e-01,9.476602610868052334e-01,2.624415308705809781e-03,7.771767503761382034e-01
2.042999999999999972e+01,1.102042116686729051e-01,9.475938433181825271e-01,2.623623508325575483e-03,7.771342194071581000e-01
2.046000000000000085e+01,1.101956546793219777e-01,9.475274759146113945e-01,2.622853823173691180e-03,7.770917254158079546e-01
2.048999999999999844e+01,1.101870999893040243e-01,9.474611630014827535e-01,2.621759503532958800e-03,7.770492680802464358e-01
2.051999999999999957e+01,1.101785476482471937e-01,9.473949086985566925e-01,2.620340784653529733e-03,7.770068507237987143e-01
2.055000000000000071e+01,1.101699977108221012e-01,9.473287171193419676e-01,2.618597950166271469e-03,7.769644766582541884e-01
2.057999999999999829e+01,1.101614502366794063e-01,9.472625923704823814e-01,2.616531332022102585e-03,7.769221491834458204e-01
2.060999999999999943e+01,1.101529052903871958e-01,9.471965385511385005e-01,2.614141310422314103e-03,7.768798715868356908e-01
2.064000000000000057e+01,1.101443629413682013e-01,9.471305597523759223e-01,2.611428313739816518e-03,7.768376471430966657e-01
2.066999999999999815e+01,1.101358232638368490e-01,9.470646600565508777e-01,2.608392818431388375e-03,7.767954791136991721e-01
2.069999999999999929e+01,1.101272863367361993e-01,9.469988435367003854e-01,2.605035348940841836e-03,7.767533707464975290e-01
2.073000000000000043e+01,1.101187522436746641e-01,9.469331142559344050e-01,2.601356477593301693e-03,7.767113252753178321e-01
2.075999999999999801e+01,1.101102210728626268e-01,9.468674762668263245e-01,2.597356824480452110e-03,7.766693459195496141e-01
2.078999999999999915e+01,1.101016929170488823e-01,9.468019336108103312e-01,2.593037057336865583e-03,7.766274358837350622e-01
2.082000000000000028e+01,1.100931678734569513e-01,9.467364903175772284e-01,2.588397891407493920e-03,7.765855983571643417e-01
2.084999999999999787e+01,1.100846460437212709e-01,9.466711434974632855e-01,2.583979242538495067e-03,7.765438365134700316e-01
2.087999999999999901e+01,1.100761275244752369e-01,9.466058923137407044e-01,2.579620986931110537e-03,7.765021478447837744e-01
2.091000000000000014e+01,1.100676124101832160e-01,9.465407406693913117e-01,2.574953155410796696e-03,7.764605315340458169e-01
2.093999999999999773e+01,1.100591007995786741e-01,9.464756924547904626e-01,2.569976537577683181e-03,7.764189906550535980e-01
2.096999999999999886e+01,1.100505927956013930e-01,9.464107515471497090e-01,2.564691967075464433e-03,7.763775282655194232e-01
2.100000000000000000e+01,1.100420885053345343e-01,9.463459218099625758e-01,2.559100321424892261e-03,7.763361474067019818e-01
2.102999999999999758e+01,1.100335880399417460e-01,9.462812070924510044e-01,2.553202521849475166e-03,7.762948511030390852e-01
2.105999999999999872e+01,1.100250915146040731e-01,9.462165946499532243e-01,2.548294691818853066e-03,7.762536423617830694e-01
2.108999999999999986e+01,1.100165990260162791e-01,9.461520861422147988e-01,2.543252155390787663e-03,7.762125105722885721e-01
2.111999999999999744e+01,1.100081106720821184e-01,9.460876853654973662e-01,2.537907848288267591e-03,7.761714569657167662e-01
2.114999999999999858e+01,1.099996265547933394e-01,9.460233941773157351e-01,2.532412829526611842e-03,7.761304845243568451e-01
2.117999999999999972e+01,1.099911467775615409e-01,9.459592006611388104e-01,2.527841592859357382e-03,7.760895946345118812e-01
2.121000000000000085e+01,1.099826714265579736e-01,9.458951085056744867e-01,2.522977213621955227e-03,7.760487773806289402e-01
2.123999999999999844e+01,1.099742005920221755e-01,9.458311055099362097e-01,2.519059155269347434e-03,7.760080356731335893e-01
2.126999999999999957e+01,1.099657343467089210e-01,9.457671845580385428e-01,2.515691874691919176e-03,7.759673593809437442e-01
2.130000000000000071e+01,1.099572727529591343e-01,9.457033284082683178e-01,2.513667542375895743e-03,7.759267425687313979e-01
2.132999999999999829e+01,1.099488158491038620e-01,9.456395145680118741e-01,2.513399621244017529e-03,7.758861710078117646e-01
2.135999999999999943e+01,1.099403636426130870e-01,9.455757204201266086e-01,2.514900710720006319e-03,7.758456261941071297e-01
2.139000000000000057e+01,1.099319161102576548e-01,9.455119283414127329e-01,2.517782002497575590e-03,7.758050895633505917e-01
2.141999999999999815e+01,1.099234732051987407e-01,9.454481305444133454e-01,2.521274369154669071e-03,7.757645466903971831e-01
2.144999999999999929e+01,1.099150348705563024e-01,9.453843156098930001e-01,2.525664179043607578e-03,7.757239912522404524e-01
2.148000000000000043e+01,1.099066010345999267e-01,9.453204872255416280e-01,2.529765942665102019e-03,7.756834139596343602e-01
2.150999999999999801e+01,1.098981716313601753e-01,9.452566283816281612e-01,2.535205507872852725e-03,7.756428179388313859e-01
2.153999999999999915e+01,1.098897465725455769e-01,9.451927427493311828e-01,2.540358910999344910e-03,7.756021893255521382e-01
2.157000000000000028e+01,1.098813257757811773e-01,9.451288341429661122e-01,2.545214722100693112e-03,7.755615312551757956e-01
2.159999999999999787e+01,1.098729091647389772e-01,9.450649014577550133e-01,2.550159923315197495e-03,7.755208469724309550e-01
2.162999999999999901e+01,1.098644966624131580e-01,9.450009385748974200e-01,2.555589213779588253e-03,7.754801356773729504e-01
2.166000000000000014e+01,1.098560881843386738e-01,9.449369494308136330e-01,2.560711422170407377e-03,7.754393924565704532e-01
2.168999999999999773e+01,1.098476836522855188e-01,9.448729379694921215e-01,2.565525764032592325e-03,7.753986206578152851e-01
2.171999999999999886e+01,1.098392829942022586e-01,9.448089081419211999e-01,2.570031498859321004e-03,7.753578236265789014e-01
2.175000000000000000e+01,1.098308861441593121e-01,9.447448639055171515e-01,2.574227930240557873e-03,7.753170047056286984e-01
2.177999999999999758e+01,1.098224930422921353e-01,9.446808092235521315e-01,2.578114406003627259e-03,7.752761672346394350e-01
2.180999999999999872e+01,1.098141036347441285e-01,9.446167376809352367e-01,2.582508197453317438e-03,7.752353145498057652e-01
2.183999999999999986e+01,1.098057178595494010e-01,9.445526520408407123e-01,2.586686646673515451e-03,7.751944414621730894e-01
2.186999999999999744e+01,1.097973356591477462e-01,9.444885563889116042e-01,2.590545446599962828e-03,7.751535503259739945e-01
2.189999999999999858e+01,1.097889569821282607e-01,9.444244548155914520e-01,2.594084020686614721e-03,7.751126445747229532e-01
2.192999999999999972e+01,1.097805817831699754e-01,9.443603514155129997e-01,2.597301839999155079e-03,7.750717276374804454e-01
2.196000000000000085e+01,1.097722100229822501e-01,9.442962502868820218e-01,2.600198423319813410e-03,7.750308029384377351e-01
2.198999999999999844e+01,1.097638416682450851e-01,9.442321555308634817e-01,2.602773337243154909e-03,7.749898738964952072e-01
2.201999999999999957e+01,1.097554766915490726e-01,9.441680712509639140e-01,2.605026196262878648e-03,7.749489439248450351e-01
2.205000000000000071e+01,1.097471150713353327e-01,9.441040015524165829e-01,2.606956662849663296e-03,7.749080164305496288e-01
2.207999999999999829e+01,1.097387567918350904e-01,9.440399505415640879e-01,2.608564447519946296e-03,7.748670948141233028e-01
2.210999999999999943e+01,1.097304018430091954e-01,9.439759223252401910e-01,2.609849308895717188e-03,7.748261824691117239e-01
2.214000000000000057e+01,1.097220502204873660e-01,9.439119210101537538e-01,2.610811053755262602e-03,7.747852827816708032e-01
2.216999999999999815e+01,1.097137019255072510e-01,9.438479507022702331e-01,2.611449537074758860e-03,7.747443991301479205e-01
2.219999999999999929e+01,1.097053569648533677e-01,9.437840094350388176e-01,2.612243098278883933e-03,7.747035348846609271e-01
