tau,vmax_label,vmax,causal_reach,demand_radius,prediction_burden
0.874247491638796,relativistic upper bound,1.0,0.874247491638796,0.55,0.0
0.8808695652173913,relativistic upper bound,1.0,0.8808695652173913,0.55,0.0
0.8874916387959866,relativistic upper bound,1.0,0.8874916387959866,0.55,0.0
0.8941137123745819,relativistic upper bound,1.0,0.8941137123745819,0.55,0.0
0.9007357859531773,relativistic upper bound,1.0,0.9007357859531773,0.55,0.0
0.9073578595317726,relativistic upper bound,1.0,0.9073578595317726,0.55,0.0
0.9139799331103678,relativistic upper bound,1.0,0.9139799331103678,0.55,0.0
0.9206020066889632,relativistic upper bound,1.0,0.9206020066889632,0.55,0.0
0.9272240802675585,relativistic upper bound,1.0,0.9272240802675585,0.55,0.0
0.9338461538461539,relativistic upper bound,1.0,0.9338461538461539,0.55,0.0
0.9404682274247491,relativistic upper bound,1.0,0.9404682274247491,0.55,0.0
0.9470903010033445,relativistic upper bound,1.0,0.9470903010033445,0.55,0.0
0.9537123745819398,relativistic upper bound,1.0,0.9537123745819398,0.55,0.0
0.9603344481605351,relativistic upper bound,1.0,0.9603344481605351,0.55,0.0
0.9669565217391304,relativistic upper bound,1.0,0.9669565217391304,0.55,0.0
0.9735785953177257,relativistic upper bound,1.0,0.9735785953177257,0.55,0.0
0.9802006688963211,relativistic upper bound,1.0,0.9802006688963211,0.55,0.0
0.9868227424749164,relativistic upper bound,1.0,0.9868227424749164,0.55,0.0
0.9934448160535116,relativistic upper bound,1.0,0.9934448160535116,0.55,0.0
1.000066889632107,relativistic upper bound,1.0,1.000066889632107,0.55,0.0
1.0066889632107023,relativistic upper bound,1.0,1.0066889632107023,0.55,0.0
1.0133110367892977,relativistic upper bound,1.0,1.0133110367892977,0.55,0.0
1.0199331103678928,relativistic upper bound,1.0,1.0199331103678928,0.55,0.0
1.0265551839464884,relativistic upper bound,1.0,1.0265551839464884,0.55,0.0
1.0331772575250835,relativistic upper bound,1.0,1.0331772575250835,0.55,0.0
1.0397993311036788,relativistic upper bound,1.0,1.0397993311036788,0.55,0.0
1.0464214046822742,relativistic upper bound,1.0,1.0464214046822742,0.55,0.0
1.0530434782608695,relativistic upper bound,1.0,1.0530434782608695,0.55,0.0
1.0596655518394649,relativistic upper bound,1.0,1.0596655518394649,0.55,0.0
1.0662876254180602,relativistic upper bound,1.0,1.0662876254180602,0.55,0.0
1.0729096989966556,relativistic upper bound,1.0,1.0729096989966556,0.55,0.0
1.079531772575251,relativistic upper bound,1.0,1.079531772575251,0.55,0.0
1.0861538461538462,relativistic upper bound,1.0,1.0861538461538462,0.55,0.0
1.0927759197324414,relativistic upper bound,1.0,1.0927759197324414,0.55,0.0
1.0993979933110367,relativistic upper bound,1.0,1.0993979933110367,0.55,0.0
1.106020066889632,relativistic upper bound,1.0,1.106020066889632,0.55,0.0
1.1126421404682274,relativistic upper bound,1.0,1.1126421404682274,0.55,0.0
1.1192642140468227,relativistic upper bound,1.0,1.1192642140468227,0.55,0.0
1.125886287625418,relativistic upper bound,1.0,1.125886287625418,0.55,0.0
1.1325083612040134,relativistic upper bound,1.0,1.1325083612040134,0.55,0.0
1.1391304347826088,relativistic upper bound,1.0,1.1391304347826088,0.55,0.0
1.145752508361204,relativistic upper bound,1.0,1.145752508361204,0.55,0.0
1.1523745819397992,relativistic upper bound,1.0,1.1523745819397992,0.55,0.0
1.1589966555183946,relativistic upper bound,1.0,1.1589966555183946,0.55,0.0
1.16561872909699,relativistic upper bound,1.0,1.16561872909699,0.55,0.0
1.1722408026755853,relativistic upper bound,1.0,1.1722408026755853,0.55,0.0
1.1788628762541806,relativistic upper bound,1.0,1.1788628762541806,0.55,0.0
1.185484949832776,relativistic upper bound,1.0,1.185484949832776,0.55,0.0
1.1921070234113713,relativistic upper bound,1.0,1.1921070234113713,0.55,0.0
